806.8501175,1123.494941,776.8501175,1123.494941
783.0916656,1128.601692,1287.091666,1134.601692
730.5198652,1294.794017,775.5198652,1132.794017
832.1633307,1125.756158,822.1633307,1163.756158
874.754771,1162.648963,883.754771,1124.648963
918.0849874,1132.533622,910.0849874,1170.533622
963.4884251,1158.4064,970.4884251,1120.4064
1036.554288,1132.45752,1029.554288,1170.45752
1067.196242,1160.938038,1073.196242,1123.938038
1126.629833,1138.192381,1120.629833,1174.192381
1121.361016,1160.480652,1126.361016,1128.480652
1171.405865,1172.517111,1175.405865,1136.517111
1270.908824,1137.08054,1246.908824,1388.08054
1221.797484,1136.328775,1217.797484,1172.328775
812.9653181,1151.000273,819.9653181,1126.000273
1234.826079,1162.592839,1237.826079,1130.592839
1032.689234,1162.153229,1037.689234,1136.153229
969.1860792,1172.09878,932.1860792,1172.09878
810.3631728,1176.263906,761.3631728,1176.263906
1058.470631,1171.761801,1034.470631,1170.761801
814.5800515,1177.18082,863.5800515,1177.18082
911.0386244,1173.474043,861.0386244,1173.474043
912.3106832,1169.189759,962.3106832,1169.189759
1020.794913,1172.983064,973.7949129,1172.983064
1166.008907,1162.948719,1141.008907,1163.948719
1264.274643,1172.250716,1220.274643,1172.250716
1018.209873,1175.491839,1067.209873,1176.491839
1124.862297,1178.908538,1075.862297,1178.908538
776.1462851,1170.030594,799.1462851,1171.030594
809.331582,1199.6411,819.331582,1160.6411
874.4313077,1164.646064,864.4313077,1203.646064
906.4076678,1210.241538,915.4076678,1172.241538
964.0204989,1169.47114,956.0204989,1208.47114
1119.662237,1176.278309,1166.662237,1177.278309
1221.840313,1165.289547,1174.840313,1164.289547
1219.518532,1178.970402,1266.518532,1179.970402
853.6386153,1169.012958,815.6386153,1169.012958
867.0955996,1172.497304,908.0955996,1172.497304
1005.458591,1213.424672,1013.458591,1176.424672
1064.277822,1179.156755,1058.277822,1218.156755
1123.18368,1207.345575,1129.18368,1169.345575
975.9076374,1187.524435,980.9076374,1162.524435
986.8850942,1172.815747,1009.885094,1172.815747
1073.465374,1177.643603,1094.465374,1177.643603
1166.698722,1169.27418,1161.698722,1206.27418
1216.615771,1217.016224,1221.615771,1180.016224
1179.708387,1172.123671,1205.708387,1172.123671
855.0947877,1205.643948,862.0947877,1175.643948
1236.024166,1169.103414,1233.024166,1196.103414
1164.531181,1203.463027,1167.531181,1177.463027
802.1310815,1201.836669,755.1310815,1201.836669
908.055588,1211.455051,887.055588,1210.455051
1014.537617,1197.416121,972.5376175,1196.416121
853.5268273,1201.370673,803.5268273,1200.370673
968.0819531,1208.019797,918.0819531,1208.019797
1119.509645,1202.75369,1078.509645,1201.75369
1207.198081,1202.64682,1165.198081,1202.64682
757.0432074,1200.268245,807.0432074,1200.268245
855.6358069,1201.648106,905.6358069,1201.648106
964.3342004,1200.16134,1014.3342,1200.16134
1057.604952,1216.522887,1009.604952,1216.522887
1162.078306,1202.401989,1112.078306,1202.401989
796.5590628,1212.800909,785.5590628,1254.800909
843.416739,1240.30534,853.416739,1199.30534
1057.525025,1214.53075,1106.525025,1214.53075
1170.495406,1214.720197,1219.495406,1215.720197
1260.299196,1210.356392,1213.299196,1210.356392
