806.85,1123.49,776.85,1123.49,0
783.09,1128.60,1287.09,1134.60,0
730.52,1294.79,775.52,1132.79,1
832.16,1125.76,822.16,1163.76,1
874.75,1162.65,883.75,1124.65,1
918.08,1132.53,910.08,1170.53,1
963.49,1158.41,970.49,1120.41,1
1036.55,1132.46,1029.55,1170.46,1
1067.20,1160.94,1073.20,1123.94,1
1126.63,1138.19,1120.63,1174.19,1
1121.36,1160.48,1126.36,1128.48,1
1171.41,1172.52,1175.41,1136.52,1
1270.91,1137.08,1246.91,1388.08,1
1221.80,1136.33,1217.80,1172.33,1
812.97,1151.00,819.97,1126.00,1
1234.83,1162.59,1237.83,1130.59,1
1032.69,1162.15,1037.69,1136.15,1
969.19,1172.10,932.19,1172.10,0
810.36,1176.26,761.36,1176.26,0
1058.47,1171.76,1034.47,1170.76,0
814.58,1177.18,863.58,1177.18,0
911.04,1173.47,861.04,1173.47,0
912.31,1169.19,962.31,1169.19,0
1020.79,1172.98,973.79,1172.98,0
1166.01,1162.95,1141.01,1163.95,0
1264.27,1172.25,1220.27,1172.25,0
1018.21,1175.49,1067.21,1176.49,0
1124.86,1178.91,1075.86,1178.91,0
776.15,1170.03,799.15,1171.03,0
809.33,1199.64,819.33,1160.64,1
874.43,1164.65,864.43,1203.65,1
906.41,1210.24,915.41,1172.24,1
964.02,1169.47,956.02,1208.47,1
1119.66,1176.28,1166.66,1177.28,0
1221.84,1165.29,1174.84,1164.29,0
1219.52,1178.97,1266.52,1179.97,0
853.64,1169.01,815.64,1169.01,0
867.10,1172.50,908.10,1172.50,0
1005.46,1213.42,1013.46,1176.42,1
1064.28,1179.16,1058.28,1218.16,1
1123.18,1207.35,1129.18,1169.35,1
975.91,1187.52,980.91,1162.52,1
986.89,1172.82,1009.89,1172.82,0
1073.47,1177.64,1094.47,1177.64,0
1166.70,1169.27,1161.70,1206.27,1
1216.62,1217.02,1221.62,1180.02,1
1179.71,1172.12,1205.71,1172.12,0
855.09,1205.64,862.09,1175.64,1
1236.02,1169.10,1233.02,1196.10,1
1164.53,1203.46,1167.53,1177.46,1
802.13,1201.84,755.13,1201.84,0
908.06,1211.46,887.06,1210.46,0
1014.54,1197.42,972.54,1196.42,0
853.53,1201.37,803.53,1200.37,0
968.08,1208.02,918.08,1208.02,0
1119.51,1202.75,1078.51,1201.75,0
1207.20,1202.65,1165.20,1202.65,0
757.04,1200.27,807.04,1200.27,0
855.64,1201.65,905.64,1201.65,0
964.33,1200.16,1014.33,1200.16,0
1057.60,1216.52,1009.60,1216.52,0
1162.08,1202.40,1112.08,1202.40,0
796.56,1212.80,785.56,1254.80,1
843.42,1240.31,853.42,1199.31,1
1057.53,1214.53,1106.53,1214.53,0
1170.50,1214.72,1219.50,1215.72,0
1260.30,1210.36,1213.30,1210.36,0
910.71,1207.53,901.71,1247.53,1
947.48,1256.22,955.48,1216.22,1
1059.50,1251.60,1066.50,1211.60,1
813.55,1204.59,853.55,1204.59,0
919.48,1216.63,950.48,1216.63,0
1013.95,1212.20,1006.95,1249.20,1
1118.44,1216.26,1112.44,1254.26,1
1153.79,1244.41,1159.79,1204.41,1
1111.44,1204.69,1155.44,1204.69,0
1209.28,1219.16,1205.28,1258.16,1
1216.31,1218.15,1252.31,1218.15,0
1217.92,1240.19,1220.92,1209.19,1
1105.65,1242.19,1109.65,1216.19,1
833.89,1243.68,793.89,1243.68,0
856.53,1241.40,896.53,1241.40,0
949.40,1242.81,918.40,1242.81,0
960.75,1248.88,994.75,1248.88,0
1057.30,1256.08,1080.30,1256.08,0
1159.09,1246.65,1118.09,1246.65,0
785.52,1246.20,734.52,1245.20,0
793.87,1259.90,845.87,1259.90,0
903.33,1249.55,853.33,1249.55,0
996.78,1241.45,946.78,1242.45,0
1099.30,1259.31,1049.30,1259.31,0
1257.43,1246.79,1213.43,1246.79,0
905.58,1253.79,955.58,1253.79,0
1002.68,1251.01,1052.68,1251.01,0
1118.99,1253.08,1168.99,1253.08,0
1218.16,1248.33,1168.16,1248.33,0
775.40,1299.13,787.40,1259.13,1
841.15,1256.33,830.15,1297.33,1
1220.31,1260.55,1269.31,1260.55,0
887.61,1289.94,897.61,1249.94,1
951.44,1252.64,942.44,1292.64,1
990.63,1293.55,998.63,1253.55,1
1049.75,1253.85,1042.75,1293.85,1
1108.05,1299.03,1115.05,1259.03,1
1158.00,1255.79,1152.00,1295.79,1
857.47,1251.48,884.47,1251.48,0
954.02,1264.55,994.02,1263.55,0
1165.79,1248.36,1179.79,1248.36,0
1188.60,1259.05,1210.60,1260.05,0
1208.72,1292.45,1212.72,1252.45,1
1170.63,1282.12,1174.63,1251.12,1
784.38,1297.85,748.38,1297.85,0
978.48,1299.58,947.48,1298.58,0
1104.50,1288.55,1060.50,1288.55,0
734.73,1302.58,786.73,1302.58,0
842.43,1291.90,790.43,1291.90,0
935.62,1302.07,884.62,1302.07,0
1051.14,1284.38,1000.14,1284.38,0
1209.69,1296.24,1164.69,1295.24,0
702.22,1371.07,731.22,1287.07,1
840.36,1294.10,891.36,1294.10,0
939.73,1291.02,991.73,1291.02,0
1056.44,1298.85,1107.44,1299.85,0
1152.39,1285.73,1102.39,1284.73,0
788.31,1301.61,775.31,1343.61,1
833.98,1335.94,845.98,1293.94,1
1148.56,1304.41,1199.56,1304.41,0
1267.60,1297.25,1216.60,1296.25,0
881.45,1291.73,871.45,1332.73,1
926.97,1334.28,936.97,1294.28,1
1000.05,1299.77,991.05,1341.77,1
1044.20,1342.58,1052.20,1301.58,1
1101.79,1289.00,1094.79,1330.00,1
1149.31,1340.13,1156.31,1299.13,1
784.78,1296.40,830.78,1296.40,0
902.58,1297.66,946.58,1297.66,0
1014.50,1292.06,1051.50,1292.06,0
1209.10,1291.12,1204.10,1332.12,1
1241.84,1295.15,1260.84,1294.15,0
1216.69,1328.71,1220.69,1295.71,1
993.09,1338.46,997.09,1320.46,1
809.15,1333.46,787.15,1333.46,0
764.53,1336.83,710.53,1335.83,0
915.44,1329.48,890.44,1329.48,0
1040.87,1343.03,1018.87,1342.03,0
769.27,1344.87,824.27,1344.87,0
884.43,1335.07,831.43,1335.07,0
880.14,1331.48,933.14,1331.48,0
983.61,1345.70,930.61,1344.70,0
1156.03,1327.15,1112.03,1327.15,0
1158.50,1328.76,1187.50,1328.76,0
1249.13,1328.93,1201.13,1328.93,0
982.45,1345.60,1035.45,1345.60,0
1101.58,1328.59,1048.58,1328.59,0
1093.35,1346.47,1144.35,1346.47,0
1194.86,1333.74,1143.86,1332.74,0
756.94,1369.04,769.94,1330.04,1
820.86,1339.21,808.86,1379.21,1
864.74,1383.90,874.74,1343.90,1
985.50,1379.58,994.50,1337.58,1
1203.21,1347.04,1254.21,1347.04,0
929.23,1339.69,919.23,1379.69,1
1032.65,1333.69,1024.65,1373.69,1
1091.39,1385.59,1098.39,1345.59,1
935.88,1346.97,975.88,1346.97,0
1052.75,1345.57,1074.75,1345.57,0
1073.49,1335.18,1089.49,1336.18,0
1157.43,1334.04,1150.43,1375.04,1
1202.86,1378.79,1207.86,1337.79,1
1166.14,1340.30,1205.14,1340.30,0
1144.85,1371.39,1149.85,1343.39,1
925.80,1381.55,932.80,1353.55,1
1148.48,1375.41,703.48,1372.41,0
1107.17,1380.17,1129.17,1380.17,0
1218.70,1373.21,1252.70,1373.21,0
1262.68,1374.39,1156.68,1372.39,0
